praatword,onset,offset,section,subtlfreq,pos,content,vec10
的,294.2831111,294.3703702,2,50155.13,DEG,0,
出走,294.3703702,294.7252239,2,9.63,VV,1,-0.12459
和,294.7252239,294.8648385,2,4483.86,P,0,
旅行,294.8648385,295.2604132,2,62.96,NN,1,-0.2921
等,295.2604132,295.3942105,2,1014,VV,1,-0.20344
事情,295.3942105,295.7985111,2,839.91,NN,1,-0.35714
这些,296.5622902,296.9702902,2,1095.05,DT,0,
都,297.2902902,297.4050332,2,5294.71,AD,1,-0.57233
是,297.4050332,297.5359218,2,28253.52,VC,1,-0.33816
偶然,297.5359218,297.8355115,2,12.07,VA,1,-0.33329
从,297.8355115,298.0129383,2,1410.37,P,0,
各种,298.0129383,298.3067107,2,26.74,NN,1,-0.31909
反应,298.3067107,298.5975744,2,77.86,NN,1,-0.16891
中,298.5975744,298.7226458,2,1039.21,NR,1,-0.40573
慢慢,298.7226458,299.0367786,2,54.25,VA,1,-0.30963
得到,299.0367786,299.4003583,2,333.51,VV,1,-0.34637
的,299.4003583,299.5542902,2,50155.13,DEG,0,
就,300.4023353,300.5215894,2,8246.34,AD,1,-0.5387
这样,300.5215894,300.9542902,2,1916.59,VA,1,-0.55716
第三,301.6102902,301.9656343,2,86.36,OD,0,
天,301.9656343,302.2742902,2,1510.14,NN,1,-0.16024
我,302.8440428,302.9574796,2,50147.83,PN,0,
就,302.9574796,303.1029115,2,8246.34,AD,1,-0.64557
了解,303.1029115,303.4145106,2,301.88,VV,1,-0.34615
到,303.4145106,303.6342902,2,4159.42,VV,1,-0.42164
关于,303.9787862,304.228929,2,306.02,P,0,
猴面包树,304.228929,304.9531796,2,,VV,1,0.096841
的,304.9531796,305.0482424,2,50155.13,DEG,0,
悲剧,305.0482424,305.4787207,2,20.42,NN,1,-0.17698
这,306.4269364,306.5708305,2,8554.9,PN,0,
一,306.5708305,306.6609982,2,6069.96,CD,0,
次,306.6609982,306.9222902,2,1307.83,M,0,
又,307.1845529,307.3852489,2,1060.05,AD,1,-0.40098
是,307.3852489,307.5219548,2,28253.52,VC,1,-0.37867
因为,307.5219548,307.7782902,2,1783.29,P,0,
羊,307.7782902,308.0106059,2,20.78,NN,1,-0.11786
的,308.0106059,308.1153168,2,50155.13,DEG,0,
事情,308.1153168,308.5142902,2,839.91,NN,1,-0.43414
突然,309.15446,309.4482324,2,130.15,AD,1,-0.36422
小,309.4482324,309.6111161,2,1042.34,VA,1,-0.20584
王子,309.6111161,309.9942902,2,31.93,NN,1,-0.069797
好像,310.5011591,310.8036573,2,334.28,AD,1,-0.41381
是,310.8036573,310.9287287,2,28253.52,VC,1,-0.46984
非常,310.9287287,311.3207186,2,804.14,AD,1,-0.38751
担心,311.3207186,311.6493946,2,394.62,VV,1,-0.35468
地,311.6493946,311.710476,2,536.84,NN,1,-0.28437
问,311.710476,311.8210042,2,609.75,VV,1,-0.27402
我,311.8210042,311.9548015,2,50147.83,PN,0,
道,311.9548015,312.1787666,2,111.99,NN,1,-0.116
羊,313.0478819,313.2660297,2,20.78,NN,1,-0.17385
吃,313.2660297,313.4492739,2,832.07,VV,1,-0.377
小,313.4492739,313.632518,2,1042.34,VA,1,-0.23625
灌木,313.632518,314.0949913,2,2.33,NN,1,-0.16049
这,314.723257,314.8416852,2,8554.9,PN,0,
是,314.8416852,314.9842085,2,28253.52,VC,1,-0.53927
真,314.9842085,315.1923272,2,3053.82,VA,1,-0.20586
的,315.1923272,315.2779808,2,50155.13,DEG,0,
吗,315.2779808,315.4982902,2,7428.1,SP,0,
是,316.3994117,316.629194,2,28253.52,VC,1,-0.49257
的,316.629194,316.8153468,2,50155.13,DEG,0,
是,317.382531,317.6403272,2,28253.52,VC,1,-0.64812
真,317.6403272,317.8177541,2,3053.82,VA,1,-0.3718
的,317.8177541,318.0102902,2,50155.13,DEG,0,
啊,318.7659698,319.1499099,2,3903.92,IJ,0,
我,320.2822902,320.4275264,2,50147.83,PN,0,
真,320.4275264,320.671852,2,3053.82,VA,1,-0.52859
高兴,320.671852,321.1702902,2,491.26,VA,1,-0.10289
我,321.8262902,321.9400178,2,50147.83,PN,0,
不,321.9400178,322.0683222,2,20543.44,AD,1,-0.26865
明白,322.0683222,322.5062902,2,737.6,VA,1,-0.28819
羊,323.0892539,323.2550462,2,20.78,NN,1,-0.15675
吃,323.2550462,323.3888435,2,832.07,VV,1,-0.33686
小,323.3888435,323.5517272,2,1042.34,VA,1,-0.21465
灌木,323.5517272,323.8902902,2,2.33,NN,1,-0.11748
这,323.8902902,323.9996573,2,8554.9,PN,0,
件,323.9996573,324.1538151,2,583.31,M,0,
事儿,324.1538151,324.3462902,2,104,NN,1,-0.16863
为什么,324.6422902,324.9616892,2,1522.16,AD,1,-0.39494
如此,324.9616892,325.2641875,2,247.57,VA,1,-0.34702
重要,325.2641875,325.645219,2,348.08,VA,1,-0.18409
可,326.4247337,326.5483956,2,1374.9,AD,1,-0.21836
小,326.5483956,326.7345483,2,1042.34,VA,1,-0.44942
王子,326.7345483,327.0515898,2,31.93,NN,1,-0.05441
又,327.0515898,327.2551944,2,1060.05,AD,1,-0.22544
说,327.2551944,327.4355299,2,6765.38,VV,1,-0.33466
道,327.4355299,327.6102902,2,111.99,NN,1,-0.18672
因此,328.4569833,329.0262902,2,84.84,AD,1,-0.42279
它们,329.5186358,329.8007737,2,296.1,PN,0,
也,329.8007737,329.9578401,2,3928.9,AD,1,-0.51907
吃,329.9578401,330.2022902,2,832.07,VV,1,-0.29537
猴面包树,330.4293787,331.2118021,2,,VV,1,0.094328
啰,331.2118021,331.3702902,2,18.36,NN,1,-0.13913
我,332.6342902,332.7166328,2,50147.83,PN,0,
对,332.7166328,332.8649733,2,3958.83,VA,1,-0.31966
小,332.8649733,333.0336742,2,1042.34,VA,1,-0.24266
王子,333.0336742,333.3419898,2,31.93,NN,1,-0.060678
说,333.3419898,333.5942902,2,6765.38,VV,1,-0.57716
猴面包树,334.246576,334.9702902,2,,VV,1,0.052464
可,334.9702902,335.2180097,2,1374.9,AD,1,-0.16741
不是,335.2180097,335.4303403,2,11.21,CC,0,
小,335.4303403,335.5903153,2,1042.34,VA,1,-0.48283
灌木,335.5903153,335.9782902,2,2.33,NN,1,-0.16126
而,336.5862902,336.7151859,2,1173.92,AD,1,-0.29815
是,336.7151859,336.8286228,2,28253.52,VC,1,-0.37572
像,336.8286228,337.0060497,2,1497.29,AD,1,-0.34034
教堂,337.0060497,337.4161675,2,64.87,NN,1,-0.22884
那么,337.4161675,337.5790512,2,1245.85,AD,1,-0.39984
大,337.5790512,337.7303003,2,1343.24,VA,1,-0.28004
的,337.7303003,337.8175595,2,50155.13,DEG,0,
大树,337.8175595,338.3222902,2,2.15,NN,1,-0.11771
即便,338.9232359,339.2402773,2,23.82,CS,0,
是,339.2402773,339.3362623,2,28253.52,VC,1,-0.57072
带回,339.3362623,339.6969334,2,2.3,VV,1,-0.035814
一群,339.6969334,339.9790712,2,0.15,NN,1,-0.33696
大象,339.9790712,340.4182902,2,12.4,NN,1,-0.24985
也,340.8822902,341.0128383,2,3928.9,AD,1,-0.38477
啃,341.0128383,341.2193516,2,5.57,VV,1,-0.19451
不,341.2193516,341.2804329,2,20543.44,AD,1,-0.34023
了,341.2804329,341.4578598,2,28210.53,PU,0,
一,341.4578598,341.5800226,2,6069.96,CD,0,
棵,341.5800226,341.8301654,2,18.36,M,0,
猴面包树,341.8301654,342.4422902,2,,VV,1,-0.003484
一,343.5222902,343.6230163,2,6069.96,CD,0,
群,343.6230163,343.7800827,2,86.54,NN,1,-0.18953
大象,343.7800827,344.2076523,2,12.4,NN,1,-0.41769
这种,344.2076523,344.4486627,2,435.66,NR,1,-0.39552
想法,344.4486627,344.8982902,2,136.35,NN,1,-0.35215
使,345.1670961,345.280533,2,146.51,VV,1,-0.32943
小,345.280533,345.472503,2,1042.34,VA,1,-0.19964
王子,345.472503,345.7168286,2,31.93,NN,1,-0.024854
发笑,345.7168286,346.1211291,2,1.43,VV,1,-0.27066
那,346.9409533,347.1462902,2,5666.37,PN,0,
可,347.1462902,347.3161675,2,1374.9,AD,1,-0.25664
得,347.3161675,347.4470562,2,3135.62,VV,1,-0.24307
把,347.4470562,347.6099399,2,3712.28,BA,0,
这些,347.6099399,347.8804431,2,1095.05,DT,0,
大象,347.8804431,348.2902902,2,12.4,NN,1,-0.34439
一,348.5988765,348.7577541,2,6069.96,CD,0,
只,348.7577541,348.9380896,2,2167.08,AD,1,-0.36191
叠,348.9380896,349.1446028,2,5.07,M,0,
一,349.1446028,349.2742902,2,6069.96,CD,0,
只,349.2742902,349.391837,2,2167.08,AD,1,-0.56875
地,349.391837,349.4965479,2,536.84,NN,1,-0.39269
磊,349.4965479,349.7408735,2,,NN,1,0.093145
起来,349.7408735,350.1062902,2,1109.06,VV,1,-0.29578
他,350.7036324,350.8461556,2,11853.78,PN,0,
很,350.8461556,351.0036468,2,5979.28,AD,1,-0.38369
有,351.0036468,351.1287182,2,8618.15,VE,1,-0.45969
见识,351.1287182,351.4806633,2,17.71,VV,1,-0.30919
地,351.4806633,351.5679225,2,536.84,NN,1,-0.54383
说,351.5679225,351.8342902,2,6765.38,VV,1,-0.37123
猴面包树,352.6033973,353.4422902,2,,VV,1,0.057981
在,353.615842,353.7292788,2,12811.05,P,0,
长大,353.7292788,354.0521376,2,53.57,VV,1,-0.16198
之前,354.0521376,354.4662902,2,452.71,AD,1,-0.24376
开始,354.8200178,355.1713301,2,957.66,VV,1,-0.35136
也,355.1713301,355.3574829,2,3928.9,AD,1,-0.45351
是,355.3574829,355.5029148,2,28253.52,VC,1,-0.4626
小小,355.5029148,355.8926721,2,11.77,VA,1,-0.0086096
的,355.8926721,356.0742902,2,50155.13,DEG,0,
那,356.9462902,357.0764875,2,5666.37,PN,0,
是,357.0764875,357.2262902,2,28253.52,VC,1,-0.54484
不错,357.2262902,357.6262902,2,564.29,VA,1,-0.2792
我,358.2742902,358.3513518,2,50147.83,PN,0,
说,358.3513518,358.6102902,2,6765.38,VV,1,-0.55614
可是,359.3032458,359.5882923,2,349.93,AD,1,-0.48382
为什么,359.5882923,359.9809583,2,1522.16,AD,1,-0.36473
你,359.9809583,360.1263902,2,39629.27,PN,0,
想,360.1263902,360.3154516,2,6325.1,VV,1,-0.42728
叫,360.3154516,360.4579748,2,1032.83,VV,1,-0.3639
你,360.4579748,360.5801376,2,39629.27,PN,0,
的,360.5801376,360.6761226,2,50155.13,DEG,0,
羊,360.6761226,360.9062902,2,20.78,NN,1,-0.16346
去,361.2054946,361.3538351,2,4860.53,VV,1,-0.38488
吃,361.3538351,361.490541,2,832.07,VV,1,-0.45865
小,361.490541,361.6727616,2,1042.34,VA,1,-0.22672
猴面包树,361.6727616,362.2923013,2,,VV,1,0.066249
呢,362.2923013,362.4662902,2,2287.93,SP,0,
他,363.2199169,363.3508055,2,11853.78,PN,0,
回答,363.3508055,363.6620297,2,121.32,VV,1,-0.45808
我,363.6620297,363.7725579,2,50147.83,PN,0,
道,363.7725579,363.9994316,2,111.99,NN,1,-0.14115
唉,364.7411341,365.0742902,2,24.8,IJ,0,
这,365.631176,365.7707906,2,8554.9,PN,0,
还,365.7707906,365.9656692,2,3884.93,AD,1,-0.30408
用,365.9656692,366.1227357,2,1563.08,VV,1,-0.38188
说,366.1227357,366.4019648,2,6765.38,VV,1,-0.49907
似乎,366.9546059,367.4422902,2,94.11,AD,1,-0.45439
这,367.8162823,367.9180846,2,8554.9,PN,0,
是,367.9180846,368.0547906,2,28253.52,VC,1,-0.39441
不言而喻,368.0547906,368.7622902,2,0.8,VV,1,-0.27444
的,368.7622902,368.9361076,2,50155.13,DEG,0,
可是,370.0093637,370.2798669,2,349.93,AD,1,-0.46239
我,370.2798669,370.3903952,2,50147.83,PN,0,
自己,370.3903952,370.8022902,2,1728.29,PN,0,
要,371.0742902,371.1902704,2,7114.18,VV,1,-0.49103
费,371.1902704,371.3415195,2,34.04,NN,1,-0.094795
很,371.3415195,371.7400028,2,5979.28,AD,1,-0.48328
大,371.3415195,371.7400028,2,1343.24,VA,1,-0.19003
的,371.7400028,371.8504171,2,50155.13,DEG,0,
心劲,371.8504171,372.2372659,2,,NN,1,
才,372.2372659,372.388515,2,1094.48,AD,1,-0.33676
能,372.388515,372.5455814,2,4967.91,VV,1,-0.43417
弄,372.5455814,372.7928156,2,404.63,VV,1,-0.054785
懂,372.5455814,372.7928156,2,206.37,VV,1,-0.20479
这,372.7928156,372.9527906,2,8554.9,PN,0,
个,372.9527906,373.0255065,2,5184,M,0,
问题,373.0255065,373.4182902,2,994.56,NN,1,-0.3648
原来,374.0822902,374.4902902,2,88.83,AD,1,-0.36065
在,374.9997322,375.1306209,2,12811.05,P,0,
小,375.1306209,375.3196823,2,1042.34,VA,1,-0.26405
王子,375.3196823,375.5989115,2,31.93,NN,1,-0.044881
的,375.5989115,375.6978051,2,50155.13,DEG,0,
星球,375.6978051,376.0555414,2,43.34,NN,1,-0.21639
上,376.0555414,376.2742902,2,3409.33,VV,1,-0.26989
就,376.5994566,376.7187107,2,8246.34,AD,1,-0.49719
像,376.7187107,376.8786858,2,1497.29,AD,1,-0.33815
其他,376.8786858,377.1579149,2,422.19,DT,0,
所有,377.1579149,377.4313268,2,827.18,DT,0,
星球,377.4313268,377.7367337,2,43.34,NN,1,-0.43667
上,377.7367337,377.8908915,2,3409.33,VV,1,-0.48583
一样,377.8908915,378.2182902,2,860.33,VA,1,-0.44563
有,378.8102902,378.9106907,2,8618.15,VE,1,-0.37872
好,378.9106907,379.4902902,2,9977.13,VA,1,-0.40148
草,378.9106907,379.4902902,2,22.15,NN,1,0.019405
和,379.4902902,379.7309264,2,4483.86,P,0,
坏,379.7309264,380.2342902,2,233.76,VA,1,-0.33081
草,379.7309264,380.2342902,2,22.15,NN,1,-0.18462
因此,380.7030811,381.2022902,2,84.84,AD,1,-0.44462
也,381.6022902,381.7042935,2,3928.9,AD,1,-0.42304
就,381.7042935,381.8759031,2,8246.34,AD,1,-0.50356
有,381.8759031,382.0300609,2,8618.15,VE,1,-0.54241
益,382.0300609,382.4351941,2,1.49,NN,1,0.042662
草,382.0300609,382.4351941,2,22.15,NN,1,-0.41865
的,382.4351941,382.5108187,2,50155.13,DEG,0,
草籽,382.5108187,382.9782902,2,0.15,NN,1,-0.11224
和,383.2263434,383.3310544,2,4483.86,P,0,
毒,383.3310544,383.7935277,2,41.26,VA,1,-0.36003
草,383.3310544,383.7935277,2,22.15,NN,1,-0.55558
的,383.7935277,383.8749695,2,50155.13,DEG,0,
草籽,383.8749695,384.3133487,2,0.15,NN,1,-0.19555
可是,384.9503403,385.209209,2,349.93,AD,1,-0.38927
草籽,385.209209,385.7782902,2,0.15,NN,1,-0.17816
是,385.7782902,386.0178101,2,28253.52,VC,1,-0.25645
看,386.0178101,386.2142658,2,3056.83,VV,1,-0.25793
不,386.2142658,386.2782558,2,20543.44,AD,1,-0.24625
见,386.2782558,386.5429418,2,874.61,VV,1,-0.21336
的,386.5429418,386.7232773,2,50155.13,DEG,0,
它们,387.4290082,387.6529733,2,296.1,PN,0,
沉睡,387.6529733,387.9932838,2,3.46,VV,1,-0.14
在,387.9932838,388.176528,2,12811.05,P,0,
泥土,388.176528,388.5488335,2,5.19,NN,1,-0.39358
里,388.5488335,388.7302902,2,1886.22,NN,1,-0.31836
直,389.2742902,389.3573988,2,52.52,AD,1,-0.16088
到,389.3573988,389.4882875,2,4159.42,VV,1,-0.34241
其中,389.4882875,389.8140548,2,137.21,NN,1,-0.28904
的,389.8140548,389.8693189,2,50155.13,DEG,0,
一,389.8693189,390.0874667,2,6069.96,CD,0,
粒,390.0874667,390.2342902,2,8.02,M,0,
忽然,390.4662902,390.6662855,2,7.33,AD,1,-0.27784
想,390.6662855,390.9222456,2,6325.1,VV,1,-0.37144
要,390.6662855,390.9222456,2,7114.18,VV,1,-0.50835
苏醒,390.9222456,391.2582902,2,4.65,NR,1,-0.32043
过来,391.2582902,391.6348617,2,483.6,VV,1,-0.53779
于是,392.3702902,392.6111959,2,58.13,AD,1,-0.47689
它,392.6111959,392.771171,2,1461.37,PN,0,
就,392.771171,392.9136942,2,8246.34,AD,1,-0.52733
伸展,392.9136942,393.2830911,2,5.69,VV,1,-0.22712
开,393.2830911,393.428523,2,816.24,VV,1,-0.23986
身子,393.428523,393.8742902,2,8.53,NN,1,-0.55093
开始,394.3360178,394.6469958,2,957.66,VV,1,-0.37542
腼腆,394.6469958,395.0134841,2,1.04,VA,1,-0.025313
地,395.0134841,395.118195,2,536.84,NN,1,-0.38396
朝着,395.118195,395.3916069,2,6.86,P,0,
太阳,395.3916069,395.8342902,2,42.3,NN,1,-0.17143
长,396.2102902,396.5304101,2,362.87,VA,1,-0.18536
出,396.2102902,396.5304101,2,1275.36,VV,1,-0.28002
一,396.5304101,396.6263952,2,6069.96,CD,0,
棵,396.6263952,396.7747357,2,18.36,M,0,
秀丽,396.7747357,397.1222902,2,0.3,VA,1,-0.093971
可爱,397.1222902,397.4262704,2,163.89,VA,1,-0.2178
的,397.4262704,397.5077122,2,50155.13,DEG,0,
小,397.5077122,397.6705959,2,1042.34,VA,1,-0.30272
嫩,397.6705959,398.1039829,2,6.08,VA,1,-0.22424
苗,397.6705959,398.1039829,2,1.58,NR,1,-0.042359
如果,398.8853787,399.1500646,2,2277.94,CS,0,
是,399.1500646,399.2780447,2,28253.52,VC,1,-0.28863
小,399.2780447,399.4496543,2,1042.34,VA,1,-0.5504
萝卜,399.4496543,399.8902902,2,3.99,NN,1,-0.31167
或,400.3302902,400.3920527,2,206.64,CC,0,
是,400.3920527,400.5025809,2,28253.52,VC,1,-0.45889
玫瑰,400.5025809,400.863252,2,17.53,NN,1,-0.20828
的,400.863252,400.9530382,2,50155.13,DEG,0,
嫩,400.9530382,401.3462902,2,6.08,VA,1,-0.38031
苗,400.9530382,401.3462902,2,1.58,NR,1,-0.19154
就,401.8721675,402.0088735,2,8246.34,AD,1,-0.16139
让,402.0088735,402.1601226,2,3690.67,VV,1,-0.34934
它,402.1601226,402.2735595,2,1461.37,PN,0,
去,402.2735595,402.413174,2,4860.53,VV,1,-0.28205
自由,402.413174,402.7185809,2,114.71,VA,1,-0.26377
地,402.7185809,402.7942055,2,536.84,NN,1,-0.31626
生长,402.7942055,403.2188665,2,8.5,VV,1,-0.26311
如果,403.7702902,404.042228,2,2277.94,CS,0,
是,404.042228,404.1847512,2,28253.52,VC,1,-0.4977
一,404.1847512,404.2720104,2,6069.96,CD,0,
棵,404.2720104,404.4378027,2,18.36,M,0,
坏,404.4378027,404.9542902,2,233.76,VA,1,-0.17826
苗,404.4378027,404.9542902,2,1.58,NR,1,-0.15421
一旦,405.4822902,405.6932239,2,87.1,CS,0,
被,405.6932239,405.8153867,2,1958.33,LB,0,
辨认,405.8153867,406.1556973,2,6.23,VV,1,-0.32434
出来,406.1556973,406.4262902,2,624.15,VV,1,-0.42418
就,406.8133637,406.947161,2,8246.34,AD,1,-0.49989
应该,406.947161,407.1362224,2,1127.12,VV,1,-0.54113
马上,407.1362224,407.4736243,2,310.4,AD,1,-0.30293
把,407.4736243,407.6262902,2,3712.28,BA,0,
它,407.6262902,407.7237671,2,1461.37,PN,0,
拔掉,407.7237671,408.1949664,2,4.32,VV,1,-0.35745
因为,409.2102902,409.4210132,2,1783.29,P,0,
在,409.4210132,409.5664451,2,12811.05,P,0,
小,409.5664451,409.735146,2,1042.34,VA,1,-0.20228
王子,409.735146,410.0172838,2,31.93,NN,1,-0.030968
的,410.0172838,410.1219948,2,50155.13,DEG,0,
星球,410.1219948,410.4390362,2,43.34,NN,1,-0.23296
上,410.4390362,410.6422902,2,3409.33,VV,1,-0.30083
有些,411.0342902,411.2854497,2,264.98,DT,0,
非常,411.2854497,411.6022902,2,804.14,AD,1,-0.34985
可怕,411.6022902,411.9622902,2,98.91,VA,1,-0.42387
的,411.9622902,412.0514266,2,50155.13,DEG,0,
种子,412.0514266,412.4502902,2,6.11,NN,1,-0.20752
这,413.1318869,413.291862,2,8554.9,PN,0,
就,413.291862,413.451837,2,8246.34,AD,1,-0.48305
是,413.451837,413.6662902,2,28253.52,VC,1,-0.38409
猴面包树,413.8386858,414.5702902,2,,VV,1,0.034414
的,414.5702902,414.6560128,2,50155.13,DEG,0,
种子,414.6560128,415.063171,2,6.11,NN,1,-0.45371
在,415.7408834,415.8397771,2,12811.05,P,0,
那里,415.8397771,416.1306408,2,500.29,PN,0,
的,416.1306408,416.2266259,2,50155.13,DEG,0,
泥土,416.2266259,416.6280178,2,5.19,NN,1,-0.32376
里,416.6280178,416.8102902,2,1886.22,NN,1,-0.29806
这,417.2422902,417.3729683,2,8554.9,PN,0,
种,417.3729683,417.5416692,2,468.48,VV,1,-0.26051
种子,417.5416692,417.9382902,2,6.11,NN,1,-0.64067
多,418.0982902,418.2262902,2,1568.12,VA,1,-0.30389
得,418.2262902,418.3095495,2,3135.62,VV,1,-0.24675
成灾,418.3095495,418.7462902,2,0.15,NN,1,-0.022828
而,419.2422902,419.3526577,2,1173.92,AD,1,-0.39283
一,419.3526577,419.5009982,2,6069.96,CD,0,
棵,419.5009982,419.6813337,2,18.36,M,0,
猴面包树,419.6813337,420.3328685,2,,VV,1,-0.1437
苗,420.3328685,420.5782902,2,1.58,NR,1,-0.096841
假如,421.0687537,421.3453487,2,30.94,CS,0,
你,421.3453487,421.4616942,2,39629.27,PN,0,
拔,421.4616942,421.6129433,2,23.46,VV,1,-0.15865
得,421.6129433,421.7002025,2,3135.62,VV,1,-0.50615
太,421.7002025,421.8950811,2,1942.11,AD,1,-0.13371
迟,421.8950811,422.1382902,2,42.06,VA,1,-0.25895
就,422.5989714,422.7153168,2,8246.34,AD,1,-0.40445
再也,422.7153168,423.0810132,2,7.04,NR,1,-0.29228
无法,423.0810132,423.3573337,2,245.21,AD,1,-0.32781
把,423.3573337,423.499857,2,3712.28,BA,0,
它,423.499857,423.6162025,2,1461.37,PN,0,
清除,423.6162025,424.0001426,2,13.77,VV,1,-0.21748
掉,424.0001426,424.2102902,2,481.15,VV,1,-0.42857
它,424.949814,425.077794,2,1461.37,PN,0,
就,425.077794,425.1912309,2,8246.34,AD,1,-0.66489
会,425.1912309,425.3221195,2,7927.17,VV,1,-0.33825
盘踞,425.3221195,425.671156,2,0.21,VV,1,-0.024889
整个,425.671156,426.0434616,2,199.6,DT,0,
星球,426.0434616,426.4982902,2,43.34,NN,1,-0.19682
它,427.04985,427.154561,2,1461.37,PN,0,
的,427.154561,427.2534546,2,50155.13,DEG,0,
树根,427.2534546,427.6102902,2,0.75,NN,1,-0.16676
能,427.8502902,427.9579898,2,4967.91,VV,1,-0.48185
把,427.9579898,428.0539748,2,3712.28,BA,0,
星球,428.0539748,428.3942854,2,43.34,NN,1,-0.38901
钻,428.3942854,428.8771191,2,21.25,VV,1,-0.22045
透,428.3942854,428.8771191,2,68.26,VA,1,-0.035211
如果,429.5311959,429.7377092,2,2277.94,CS,0,
星球,429.7377092,430.0140297,2,43.34,NN,1,-0.60397
很,430.0140297,430.1769134,2,5979.28,AD,1,-0.3338
小,430.1769134,430.4342902,2,1042.34,VA,1,-0.20097
而,430.6982902,430.8022704,2,1173.92,AD,1,-0.29328
猴面包树,430.8022704,431.366546,2,,VV,1,0.028376
很,431.366546,431.5759679,2,5979.28,AD,1,-0.54375
多,431.5759679,431.7782902,2,1568.12,VA,1,-0.21163
它,432.3957971,432.5499548,2,1461.37,PN,0,
就,432.5499548,432.6779349,2,8246.34,AD,1,-0.43256
把,432.6779349,432.8175495,2,3712.28,BA,0,
整,432.8175495,433.0182454,2,110.53,NN,1,-0.095352
个,433.0182454,433.1055046,2,5184,M,0,
星球,433.1055046,433.4749015,2,43.34,NN,1,-0.40328
搞,433.4749015,433.6582902,2,544.41,VV,1,-0.31348
得,433.6582902,433.7573337,2,3135.62,VV,1,-0.38788
支离破碎,433.7573337,434.6182902,2,1.91,VV,1,-0.40357
这,435.7222902,435.8842274,2,8554.9,PN,0,
是,435.8842274,436.0412938,2,28253.52,VC,1,-0.39829
个,436.0412938,436.3062902,2,5184,M,0,
纪律,436.7160976,437.0796773,2,6.74,NN,1,-0.21982
问题,437.0796773,437.4902902,2,994.56,NN,1,-0.43044
小,438.4239717,438.6043073,2,1042.34,VA,1,-0.24379
王子,438.6043073,439.0289683,2,31.93,NN,1,-0.023244
后来,439.0289683,439.2994716,2,81.68,AD,1,-0.2617
向,439.2994716,439.4536293,2,513.29,P,0,
我,439.4536293,439.5554316,2,50147.83,PN,0,
解释,439.5554316,439.8753817,2,181.48,VV,1,-0.31179
道,439.8753817,440.0673518,2,111.99,NN,1,-0.14888
当,440.9272558,441.0494186,2,882.92,P,0,
你,441.0494186,441.2035764,2,39629.27,PN,0,
早上,441.2035764,441.6282374,2,147.65,NT,1,-0.19432
梳洗,441.6282374,441.959822,2,1.49,NR,1,-0.19621
完毕,441.959822,442.320493,2,35.23,VV,1,-0.093251
以后,442.320493,442.7142902,2,259.28,AD,1,-0.34867
必须,443.1029165,443.347242,2,575.92,VV,1,-0.35708
仔细,443.347242,443.7810138,2,50.56,VA,1,-0.31478
地,443.7810138,443.8828161,2,536.84,NN,1,-0.34717
给,443.8828161,444.0049789,2,3494.19,VV,1,-0.31148
星球,444.0049789,444.324929,2,43.34,NN,1,-0.12082
梳洗,444.324929,444.7462902,2,1.49,NR,1,-0.31364
必须,445.2342902,445.4962424,2,575.92,VV,1,-0.63277
规定,445.4962424,445.8685479,2,39.14,VV,1,-0.31861
自己,445.8685479,446.2102902,2,1728.29,PN,0,
按时,446.4662902,446.8574846,2,7.12,AD,1,-0.4197
去,446.8574846,447.0058251,2,4860.53,VV,1,-0.39885
拔,447.0058251,447.1803433,2,23.46,VV,1,-0.1246
掉,447.1803433,447.3336753,2,481.15,VV,1,-0.42711
猴面包树,447.3336753,447.9568335,2,,VV,1,0.092062
苗,447.9568335,448.2244282,2,1.58,NR,1,0.015717
这,448.8875974,449.0533898,2,8554.9,PN,0,
种,449.0533898,449.2017303,2,468.48,VV,1,-0.17085
树苗,449.2017303,449.5100458,2,0.15,NN,1,-0.3143
小,449.5100458,449.725285,2,1042.34,VA,1,-0.1222
的,449.725285,449.8619909,2,50155.13,DEG,0,
时候,449.8619909,450.2262902,2,1555.33,NN,1,-0.30826
与,450.5942902,450.6758021,2,408.39,P,0,
玫瑰,450.6758021,450.9783003,2,17.53,NN,1,-0.12801
苗,450.9783003,451.141184,2,1.58,NR,1,-0.25133
差不多,451.141184,451.6102902,2,99.15,VA,1,-0.27745
一旦,452.1948005,452.4449433,2,87.1,CS,0,
可以,452.4449433,452.6863602,2,2360.84,VV,1,-0.30244
把,452.6863602,452.8172489,2,3712.28,BA,0,
它们,452.8172489,453.073209,2,296.1,PN,0,
区别,453.073209,453.3611641,2,34.34,NN,1,-0.18344
